fips,year,parameter_85101,parameter_88101,parameter_44201,parameter_42602,parameter_42401,parameter_42101,mortality_rate,cause_id
1073,1980,28.677419,8.115652,0.062878,12.16129,11.106227,1.14495,2.14152061068112,515
1073,1981,28.677419,8.115652,0.060707,12.16129,20.28483,1.353458,2.13570826263123,515
1073,1982,28.677419,8.115652,0.050467,12.16129,13.881356,2.065746,2.11493778049728,515
1073,1983,28.677419,8.115652,0.05497,12.16129,40.673077,2.216657,2.08039132942729,515
1073,1984,28.677419,8.115652,0.050019,12.16129,40.673077,1.192255,2.16761107271025,515
1073,1985,28.677419,8.115652,0.052218,12.16129,4.53434,1.097514,2.17330063061492,515
1073,1986,28.677419,8.115652,0.052897,12.16129,5.53454,1.135352,2.27628018939178,515
1073,1987,28.677419,8.115652,0.053194,12.16129,8.370892,1.107027,2.27760978641676,515
1073,1988,28.677419,8.115652,0.056022,12.16129,8.370892,1.211625,2.35684571098705,515
1073,1989,28.677419,8.115652,0.039815,12.16129,8.370892,0.949004,2.35228570962883,515
1073,1990,28.677419,8.115652,0.058302,12.16129,7.658351,0.826396,2.35158127319845,515
1073,1991,28.677419,8.115652,0.038719,12.16129,21.635616,0.757459,2.4681807742844,515
1073,1992,28.677419,8.115652,0.046335,12.16129,21.508197,1.413691,2.44150384665779,515
1073,1993,28.677419,8.115652,0.041829,12.16129,28.449315,0.915243,2.49026896528578,515
1073,1994,28.677419,8.115652,0.035113,12.16129,23.09863,0.931624,2.54041575786312,515
1073,1995,28.677419,8.115652,0.048553,12.16129,5.582967,1.218525,2.51626603668739,515
1073,1996,28.677419,8.115652,0.045894,12.16129,12.401639,0.716037,2.53976659058368,515
1073,1997,28.677419,8.115652,0.053724,12.16129,5.727684,1.126047,2.55720849668837,515
1073,1998,33.481894,8.115652,0.048363,12.16129,6.481451,1.072602,2.4926693300603,515
1073,1999,29.339623,23.485311,0.050604,12.16129,8.685596,1.213912,2.38683217050094,515
1073,2000,29.339623,20.738483,0.049722,12.16129,9.710756,1.396021,2.36847781202664,515
1073,2001,29.339623,17.964045,0.048322,12.16129,4.09895,1.29798,2.28418900932492,515
1073,2002,29.339623,16.570787,0.04649,12.16129,4.345055,0.269959,2.22981851546189,515
1073,2003,35.709677,15.639665,0.04711,12.16129,21.28,0.556773,2.17833648380839,515
1073,2004,36.056833,15.851105,0.048735,12.16129,10.473973,0.498177,2.08536192440031,515
1073,2005,35.271865,19.602216,0.054988,12.16129,3.119726,0.442467,1.94291662170962,515
1073,2006,32.019237,18.422527,0.049127,12.16129,2.572603,0.399977,1.97588330029351,515
1073,2007,33.932889,17.716618,0.051151,12.16129,2.92011,0.513728,1.86102241159439,515
1073,2008,30.716071,15.524309,0.045098,12.16129,2.734752,0.708999,1.86466158480189,515
1073,2009,21.191413,11.341111,0.04022,12.16129,1.183043,0.511624,1.77533626548538,515
1073,2010,26.779225,13.823743,0.052053,12.16129,1.699178,0.245156,1.78426557860709,515
1073,2011,22.595541,13.318487,0.053567,12.16129,8.433237,0.267261,1.7539523516,515
1073,2012,19.739198,10.653039,0.050249,12.16129,5.383621,0.431751,1.70730658178868,515
1073,2013,19.681034,12.135574,0.045649,23.141935,1.073629,0.233864,1.71388741365652,515
1073,2014,20.455845,11.65957,0.047612,28.600838,1.616741,0.43275,1.68142474536065,515
1077,1980,18.546205,12.640365,0.042592,10.212486,37.669173,0.251713,1.58354451409564,515
1077,1981,18.546205,12.640365,0.042592,10.212486,37.19883,0.251713,1.54544659426516,515
1077,1982,18.546205,12.640365,0.042592,10.212486,6.897457,0.251713,1.53254541577977,515
1077,1983,18.546205,12.640365,0.042592,10.212486,5.618154,0.251713,1.52923596435931,515
1077,1984,18.546205,12.640365,0.042592,10.212486,28.112121,0.251713,1.5280066272919,515
1077,1985,18.546205,12.640365,0.042592,10.212486,4.974046,0.251713,1.55921970305129,515
1077,1986,18.546205,12.640365,0.042592,10.212486,5.056707,0.251713,1.57215861188297,515
1077,1987,18.546205,12.640365,0.042592,10.212486,23.269531,0.251713,1.63497016507052,515
1077,1988,18.546205,12.640365,0.042592,10.212486,26.307918,0.251713,1.66740063276427,515
1077,1989,18.546205,12.640365,0.042592,10.212486,5.553449,0.251713,1.70045417418775,515
1077,1990,18.546205,12.640365,0.042592,10.212486,19.350427,0.251713,1.70520176720288,515
1077,1991,18.546205,12.640365,0.042592,10.212486,3.815896,0.251713,1.72040177173234,515
1077,1992,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.7267495406031,515
1077,1993,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.77616825022299,515
1077,1994,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.77448619459659,515
1077,1995,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.78515846311835,515
1077,1996,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.76444554733203,515
1077,1997,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.73276298718549,515
1077,1998,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.69322344138264,515
1077,1999,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.62922951844075,515
1077,2000,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.59636715738058,515
1077,2001,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.53416258650479,515
1077,2002,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.51092244997765,515
1077,2003,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.4507592925492,515
1077,2004,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.35097051856061,515
1077,2005,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.35474819284393,515
1077,2006,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.2868195395713,515
1077,2007,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.24748520930241,515
1077,2008,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.22985863904383,515
1077,2009,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.20821368286733,515
1077,2010,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.14907017402144,515
1077,2011,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.14371660493542,515
1077,2012,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.14887810695106,515
1077,2013,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.13826150142734,515
1077,2014,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.1623242867043,515
1079,1980,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.80375744967338,515
1079,1981,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.77660856724816,515
1079,1982,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.71270585165762,515
1079,1983,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.7159904719807,515
1079,1984,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.72254572961528,515
1079,1985,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.74755662098338,515
1079,1986,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.7640078175693,515
1079,1987,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.81495393072436,515
1079,1988,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.83966911837334,515
1079,1989,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.86892085128145,515
1079,1990,18.546205,12.640365,0.042592,10.212486,3.072428,0.251713,1.87077222069255,515
