Epochs,Training Loss,Testing Loss
0,1177.1162109375,500.44195556640625
1,1794.847412109375,1438.97021484375
2,828.09326171875,532.66357421875
3,1306.3740234375,31.025917053222656
4,442.0635986328125,2.145610809326172
5,243.7593994140625,91.51758575439453
6,355.5714416503906,2.142225980758667
7,171.26361083984375,881.1302490234375
8,369.25433349609375,1.246097207069397
9,59.59488296508789,220.92767333984375
10,159.78707885742188,21.462562561035156
11,148.6104736328125,61.85177230834961
12,272.93499755859375,89.44366455078125
13,429.4683837890625,45.86617660522461
14,387.2391052246094,12.99338150024414
15,166.29486083984375,139.8726043701172
16,132.1079864501953,20.576396942138672
17,31.27008628845215,26.19185447692871
18,135.2132110595703,606.7965087890625
19,24.39510154724121,619.7569580078125
20,45.88582992553711,3.9742391109466553
21,117.12211608886719,20.90076446533203
22,136.7135772705078,0.3752441108226776
23,105.59439086914062,1.644956111907959
24,39.468544006347656,31.608617782592773
25,415.779296875,0.5423532724380493
26,178.91162109375,4199.66552734375
27,526.1039428710938,13.062721252441406
28,309.81439208984375,110.68798828125
29,36.53470230102539,783.877197265625
30,136.4913787841797,45.85713195800781
31,124.09080505371094,55.92716979980469
32,183.96946716308594,33.506839752197266
33,381.0861511230469,1180.0565185546875
34,164.63185119628906,1.6013431549072266
35,45.30263900756836,202.3275146484375
36,221.60525512695312,56.385807037353516
37,202.15145874023438,0.004776312503963709
38,103.94126892089844,0.8830022811889648
39,85.45523834228516,0.43902555108070374
40,171.32748413085938,64.04022979736328
41,240.27279663085938,157.6724853515625
42,133.86965942382812,111.04265594482422
43,43.58403015136719,242.44900512695312
44,164.37892150878906,183.02464294433594
45,136.11212158203125,27.6993350982666
46,186.82666015625,212.65220642089844
47,549.6007080078125,43.16600036621094
48,353.9283752441406,45.81111145019531
49,22.84970474243164,338.0659484863281
50,176.61373901367188,14.15893840789795
51,167.14071655273438,61.5213623046875
52,102.0629653930664,75.61436462402344
53,53.50787353515625,18.0328426361084
54,113.41919708251953,32.80348205566406
55,86.74676513671875,24.572385787963867
56,273.9254150390625,592.0494384765625
57,279.292236328125,6.408868312835693
58,201.86563110351562,293.2464294433594
59,103.52650451660156,347.82568359375
60,85.80085754394531,39.975914001464844
61,192.15614318847656,133.8682403564453
62,200.4064178466797,214.5742645263672
63,65.76133728027344,1.5272152423858643
64,387.06976318359375,257.9388427734375
65,379.3358154296875,69.47080993652344
66,84.60611724853516,34.82676315307617
67,104.03373718261719,40.681053161621094
68,72.62517547607422,125.30743408203125
69,212.3009490966797,36.24412536621094
70,153.39785766601562,297.6176452636719
71,159.49623107910156,159.82928466796875
72,148.7350616455078,3.771413564682007
73,152.4547119140625,94.27689361572266
74,339.2005615234375,200.35049438476562
75,21.659339904785156,210.99195861816406
76,189.154541015625,1142.34423828125
77,358.67144775390625,230.43136596679688
78,4.668060302734375,33.877681732177734
79,66.59867858886719,141.97479248046875
80,841.1802978515625,3.867689847946167
81,72.50177764892578,0.06880054622888565
82,123.56074523925781,84.88972473144531
83,46.07836151123047,14.21428394317627
84,235.83460998535156,36.0617790222168
85,42.834205627441406,87.0577621459961
86,30.918712615966797,516.3563842773438
87,142.37564086914062,228.4503631591797
88,174.09295654296875,34.999916076660156
89,138.6826629638672,354.264892578125
90,145.52032470703125,3.0631542205810547
91,127.44732666015625,239.38314819335938
92,110.64667510986328,404.1739501953125
93,26.897232055664062,1215.8336181640625
94,253.228515625,106.56672668457031
95,172.15179443359375,44.1284065246582
96,419.28973388671875,39.146183013916016
97,177.6065673828125,122.43875122070312
98,21.412212371826172,771.4454345703125
99,24.47271728515625,66.93081665039062
100,51.90707778930664,1.6879653930664062
101,68.19114685058594,4.761786460876465
102,192.7758331298828,253.98165893554688
103,70.9241714477539,66.32493591308594
104,240.28082275390625,112.8021240234375
105,45.52379608154297,3.0061118602752686
106,188.65884399414062,80.47036743164062
107,402.3932189941406,4.049023151397705
108,138.94273376464844,155.8495635986328
109,349.1041259765625,70.91956329345703
110,566.4241333007812,3.4609506130218506
111,618.114501953125,231.1866912841797
112,242.85397338867188,22.225326538085938
113,196.76992797851562,61.297637939453125
114,99.61034393310547,41.67015075683594
115,25.47092628479004,212.05996704101562
116,178.46820068359375,266.6177673339844
117,338.6343078613281,785.5309448242188
118,116.98251342773438,105.04161834716797
119,113.91253662109375,233.86929321289062
120,324.2322998046875,49.03632354736328
121,408.4132080078125,0.3063339293003082
122,141.20089721679688,129.3743133544922
123,121.2148666381836,354.0808410644531
124,24.66626739501953,25.74347686767578
125,149.9735107421875,2.6466786861419678
126,71.449462890625,2.404200792312622
127,132.21726989746094,12.901936531066895
128,47.41351318359375,8.85617733001709
129,393.59564208984375,0.6251084208488464
130,141.31979370117188,510.1560974121094
131,89.32167053222656,43.18574905395508
132,316.9151306152344,204.1794891357422
133,304.01629638671875,78.61564636230469
134,205.87010192871094,235.43991088867188
135,82.33424377441406,75.39314270019531
136,75.2606430053711,196.87416076660156
137,111.45284271240234,34.11540603637695
138,122.63421630859375,70.16260528564453
139,19.457855224609375,576.3626098632812
140,64.70536804199219,17.535860061645508
141,46.45225143432617,48.65842819213867
142,22.848424911499023,302.1235656738281
143,138.14199829101562,115.90007781982422
144,150.60342407226562,365.879150390625
145,266.588623046875,12.129919052124023
146,180.66799926757812,471.4607238769531
147,211.9895477294922,220.0720977783203
148,87.65150451660156,191.55690002441406
149,257.2603759765625,626.1592407226562
