fips,year,parameter_85101,parameter_88101,parameter_44201,parameter_42602,parameter_42401,parameter_42101
48355,1997,null,null,0.038599,null,7.792398,null
48355,1995,null,null,0.049025,null,1.730219,null
48355,2021,null,7.995969,0.037672,null,0.21532,null
48355,2013,null,9.55,0.034114,null,0.154771,null
48355,1981,null,null,0.046413,null,7.52809,null
48355,1982,null,null,0.044805,null,2.916426,null
48355,1983,null,null,0.047872,null,5.727736,null
48355,2002,null,9.778992,0.037738,null,10.401685,null
48355,2018,null,9.883624,0.032266,null,0.942405,null
48355,1985,null,null,0.040826,null,15.684524,null
48355,2017,null,8.44958,0.034454,null,0.258187,null
48355,2014,null,10.13,0.032819,null,0.853911,null
48355,1989,null,null,0.037085,null,2.407563,null
48355,1986,null,null,0.035892,null,1.051835,null
48355,1994,null,null,0.041749,null,1.296473,null
48355,1987,null,null,0.041146,null,2.302326,null
48355,2022,null,7.867797,0.036627,null,0.071186,null
48355,2023,null,7.743772,0.037293,null,0.520339,null
39003,1980,null,null,null,21.681132,6.600409,null
39003,2020,null,5.087958,0.045734,null,0.174648,null
39003,2004,null,null,0.050248,null,6.361878,null
39003,2016,null,7.804918,0.049808,null,0.121858,null
39003,2000,null,null,0.045897,null,7.287791,null
39003,1996,null,null,0.057019,null,3.028809,null
39003,1984,null,null,0.051219,null,27.470297,null
39003,2012,null,10.008333,0.051347,null,1.086957,null
39003,1992,null,null,0.052309,null,4.181219,null
39003,2008,null,null,0.050065,null,2.069672,null
39003,1988,null,null,0.045822,null,13.820433,null
39003,2005,null,null,0.055612,null,2.807542,null
39003,1999,null,null,0.051616,null,3.15678,null
39003,1993,null,null,0.057057,null,5.004959,null
39003,1991,null,null,0.053317,null,5.477055,null
39003,2011,null,10.67381,0.051977,null,1.354291,null
39003,2007,null,null,0.055766,null,5.535714,null
39003,2009,null,null,0.047902,null,3.959596,null
39003,1990,null,null,0.051696,null,4.956583,null
39003,2019,null,7.039837,0.047722,null,0.023626,null
39003,2003,null,null,0.048182,null,7.290411,null
39003,2010,null,11.038462,0.053196,null,1.874795,null
39003,2001,null,null,0.053779,null,7.387464,null
39003,2015,null,9.633333,0.043681,null,0.28274,null
39003,1998,null,null,0.060722,null,3.341014,null
39003,2006,null,null,0.051911,null,2.264525,null
39003,1997,null,null,0.053392,null,3.109418,null
39003,1995,null,null,0.051438,null,2.910965,null
39003,2021,null,6.731987,0.042935,null,0.682192,null
39003,2013,null,10.1,0.044953,null,1.063056,null
39003,1981,null,null,0.033248,27.013333,6.169661,null
39003,1982,null,null,0.052083,null,16.466899,null
39003,1983,null,null,0.050155,null,4.451961,null
39003,2002,null,null,0.058192,null,7.183562,null
39003,2018,null,7.346991,0.048155,null,0.035294,null
39003,1985,null,null,0.056639,null,18.152027,null
39003,2017,null,7.581967,0.048282,null,0.038806,null
39003,2014,null,9.272549,0.048467,null,0.989041,null
39003,1989,null,null,0.049237,null,5.81173,null
39003,1986,null,null,0.043034,null,4.26877,null
39003,1994,null,null,0.054235,null,4.204722,null
39003,1987,null,null,0.049284,null,5.495532,null
39003,2022,null,8.221111,0.046129,null,1.555556,null
39003,2023,null,6.90339,null,null,0.710169,null
12031,1980,null,null,0.0463,17.387264,8.972584,1.736207
12031,2020,null,8.346429,0.034654,14.154237,2.060278,0.465793
12031,2004,null,10.481844,0.04607,13.67454,1.544606,0.371734
12031,2016,null,7.186297,0.044664,7.23101,1.780822,0.540516
12031,2000,25.949153,12.14345,0.045741,15.381021,3.043685,0.487232
12031,1996,null,null,0.048472,14.918262,1.585771,0.353955
12031,1984,null,null,0.045727,10.690608,3.251288,1.493567
12031,2012,null,7.531513,0.035831,17.947059,-0.017189,0.258227
12031,1992,null,null,0.039126,14.407719,2.607935,1.089149
12031,2008,null,8.464553,0.041376,9.431824,0.747207,0.098559
12031,1988,null,null,0.043569,18.49059,3.228105,1.130827
12031,2005,null,10.67259,0.044478,27.332308,8.875,0.420148
12031,1999,28.465517,12.430216,0.046165,15.881976,14.956395,0.617243
12031,1993,null,null,0.047918,31.060703,2.882638,0.482021
12031,1991,null,null,0.044859,27.952096,7.23796,0.769464
12031,2011,null,null,0.0498,18.71345,3.704735,0.252718
12031,2007,null,9.753352,0.046137,21.080597,0.804202,0.130255
12031,2009,null,8.31573,0.041296,18.132565,3.041209,0.15854
12031,1990,null,null,0.050236,14.754438,6.688889,1.290267
12031,2019,null,8.662951,0.042224,14.823977,0.843785,0.437522
12031,2003,null,9.46131,0.044098,14.316716,6.891365,0.698897
12031,2010,null,8.214804,0.048735,20.901408,0.914198,0.307998
12031,2001,null,10.652381,0.042522,26.470588,2.590383,0.486159
12031,2015,null,7.664478,0.040077,20.716763,0.333249,0.432312
12031,1998,30.95,null,0.048801,15.045549,1.843466,0.821451
12031,2006,null,9.356734,0.047705,11.579025,1.422926,0.143877
12031,1997,null,null,0.039369,28.98,1.901993,0.282895
12031,1995,null,null,0.04415,31.3,1.538462,1.04805
12031,2021,null,8.84137,0.041342,6.362218,2.111357,0.462605
12031,2013,null,6.426282,0.036918,7.758181,-0.16345,0.149756
12031,1981,null,null,0.048696,24.765625,10.303955,1.204044
12031,1982,null,null,0.044124,20.453125,13.629518,1.351185
12031,1983,null,null,0.045599,9.974435,3.897191,0.602721
12031,2002,24.133333,9.38006,0.038104,14.55417,10.845481,0.714465
12031,2018,null,8.762366,0.041146,10.883089,0.831023,0.493035
12031,1985,null,null,0.04263,15.22103,1.9651,0.773773
12031,2017,null,7.371875,0.041034,6.91072,0.44423,0.530278
12031,2014,null,8.119565,0.044595,8.265823,2.286501,0.269401
12031,1989,null,null,0.049414,15.19913,11.219718,1.113503
12031,1986,null,null,0.047491,15.317441,14.360119,1.216876
12031,1994,null,null,0.03604,27.616022,11.942149,0.503698
12031,1987,null,null,0.049177,36.904192,2.935795,1.153876
12031,2022,null,null,null,null,null,null
12031,2023,null,null,null,null,null,null
29077,1980,null,null,0.054118,null,15.028409,null
29077,2020,14.034265,7.595433,0.041984,null,null,null
29077,2004,null,10.96281,0.044907,25.772853,2.024863,0.198926
29077,2016,13.446536,7.137018,0.047066,null,1.151093,null
29077,2000,18.213115,12.286066,0.049804,28.27933,7.415301,0.488067
29077,1996,null,null,0.054257,11.398204,35.34153,0.535379
29077,1984,null,null,0.046681,4.834783,3.714078,0.569846
29077,2012,18.246826,10.122723,0.052164,null,2.850546,null
29077,1992,null,null,0.029839,27.003205,26.703911,0.68611
29077,2008,null,10.727869,0.044771,21.530055,2.094247,0.354946
29077,1988,null,null,0.044283,9.813989,2.648798,0.65185
29077,2005,null,12.9975,0.054502,11.502955,1.802466,0.311512
29077,1999,17.322034,12.242149,0.056009,12.93139,6.991781,0.288482
29077,1993,null,null,0.047346,11.346024,12.654795,0.762789
29077,1991,null,null,0.03651,7.736829,4.320621,0.589149
29077,2011,17.261164,10.094558,0.054953,null,2.009515,null
29077,2007,null,11.822314,0.053266,9.935874,1.717269,0.542405
29077,2009,null,9.548333,0.040846,8.259106,2.168733,0.360992
29077,1990,null,null,0.043854,6.98977,11.567039,0.698461
29077,2019,12.818745,7.223749,0.046992,null,null,null
29077,2003,null,11.72521,0.044533,10.993933,3.113151,0.459642
29077,2010,null,9.871074,0.051089,7.936552,1.502193,0.247839
29077,2001,18.677419,12.207377,0.046065,28.608219,6.953425,0.47367
29077,2015,15.741188,7.656706,0.041141,null,2.243014,null
29077,1998,17.278689,null,0.048271,27.305785,6.734247,0.645997
29077,2006,null,10.709836,0.05486,10.363417,2.726842,0.544485
29077,1997,null,null,0.045804,26.487671,4.657534,0.692718
29077,1995,null,null,0.047455,29.392157,6.471233,0.911944
29077,2021,11.885393,6.266295,0.045803,null,null,null
29077,2013,14.113615,8.332388,0.047682,null,2.124932,null
29077,1981,null,null,0.045606,null,2.316691,null
29077,1982,null,null,0.036903,null,2.366766,null
29077,1983,null,null,0.051634,null,40.573991,0.660483
29077,2002,null,12.678689,0.047495,26.170588,16.156164,0.418419
29077,2018,13.829961,7.615804,0.046465,null,null,null
29077,1985,null,null,0.047739,10.342029,3.766482,0.556122
29077,2017,13.967789,7.449452,0.047478,null,null,null
29077,2014,16.96963,9.35364,0.039654,null,1.115512,null
29077,1989,null,null,0.04629,9.42102,3.637276,0.7238
29077,1986,null,null,0.039345,3.186072,7.487115,0.558648
29077,1994,null,null,0.045036,31.445983,4.491209,0.63833
29077,1987,null,null,0.041015,1.404574,3.723235,0.627853
29077,2022,20.08455,5.965556,0.045323,null,null,null
29077,2023,null,null,null,null,null,null
51059,1980,null,null,0.054878,23.776992,11.223889,0.870328
51059,2020,null,7.939557,0.038481,13.871395,0.493315,0.335977
51059,2004,null,13.984195,0.0545,9.912978,6.336612,0.496175
51059,2016,null,6.687714,0.049971,15.23786,0.346276,0.395248
51059,2000,null,14.187107,0.044187,19.861194,19.243836,0.793599
51059,1996,null,null,0.054852,38.168306,16.88388,0.491797
51059,1984,null,null,0.055635,25.398306,9.286981,1.023481
51059,2012,null,8.744509,0.056286,null,null,null
51059,1992,null,null,0.046565,21.84824,19.220219,0.819528
51059,2008,null,11.133141,0.046706,6.532957,2.01253,0.422965
51059,1988,null,null,0.061736,43.39049,8.505817,0.946362
51059,2005,null,13.611272,0.055173,32.39726,6.361644,0.62246
51059,1999,null,13.726667,0.061535,39.70195,16.565934,0.70297
51059,1993,null,null,0.053448,25.578284,18.786301,0.452611
51059,1991,null,null,0.060363,54.543802,8.610381,0.850011
51059,2011,null,9.247592,0.047264,null,null,null
51059,2007,null,12.60697,0.052818,13.20167,10.678571,0.415589
51059,2009,null,9.753026,0.043056,26.708333,3.420833,0.368373
51059,1990,null,null,0.054995,23.363873,7.001106,0.902748
51059,2019,null,9.190307,0.049705,28.091781,0.79779,0.372345
51059,2003,null,13.283573,0.052962,33.881868,3.152355,0.538964
51059,2010,null,9.940782,0.05116,null,null,null
51059,2001,null,14.17,0.059354,18.693593,15.922652,0.755014
51059,2015,null,7.978711,0.045029,null,1.881844,null
51059,1998,null,null,0.053052,11.65977,17.608219,0.6222
51059,2006,null,12.795509,0.051121,14.450754,5.680822,0.471498
51059,1997,null,null,0.052042,11.045562,14.459452,0.505463
51059,1995,null,null,0.049197,41.733241,7.354676,0.534992
51059,2021,null,8.293472,0.046679,15.172286,0.418141,0.29464
51059,2013,null,8.338068,0.043437,null,null,null
51059,1981,null,null,0.039909,22.097692,18.855153,1.083885
51059,1982,null,null,0.062274,22.593482,8.696667,1.22223
51059,1983,null,null,0.065466,25.048789,8.360429,1.21874
51059,2002,null,13.249284,0.052467,17.948864,3.978571,0.468329
51059,2018,null,8.927775,0.041259,26.204178,0.504121,0.343913
51059,1985,null,null,0.06291,45.690678,7.111326,0.741474
51059,2017,null,6.916949,0.047201,14.922694,0.713966,0.428353
51059,2014,null,8.17069,0.044239,null,2.367536,null
51059,1989,null,null,0.061774,22.02614,19.231667,0.984729
51059,1986,null,null,0.045125,26.108447,7.872965,1.155633
51059,1994,null,null,0.046146,44.468975,8.219977,0.851588
51059,1987,null,null,0.064948,44.563462,20.521429,1.096269
51059,2022,null,8.943333,0.040677,31.801111,0.456696,0.243255
51059,2023,null,8.187778,0.044871,15.827139,null,null
29099,1980,null,null,null,null,null,null
29099,2020,null,7.666615,0.038967,null,0.285214,null
29099,2004,null,12.578814,0.049425,null,10.11312,null
29099,2016,14.57266,8.428823,0.049252,null,2.834973,null
29099,2000,null,15.255,0.049481,null,2.675268,null
29099,1996,null,null,0.051159,null,54.057377,null
29099,1984,null,null,null,null,null,null
29099,2012,19.11765,9.872172,0.057192,null,8.746928,null
29099,1992,null,null,0.046238,null,6.773901,null
29099,2008,null,11.432168,0.04729,null,57.038674,null
29099,1988,null,null,0.063733,null,8.705449,null
29099,2005,null,15.395531,0.058869,null,9.744333,null
29099,1999,null,15.190179,0.064439,null,19.142857,null
29099,1993,null,null,0.051379,null,43.296089,null
29099,1991,null,null,0.047571,null,45.083799,null
29099,2011,null,10.010853,0.049612,null,5.999495,null
29099,2007,null,13.723009,0.05665,null,10.080662,null
29099,2009,null,10.709735,0.049995,null,10.41309,null
29099,1990,null,null,0.04894,null,9.452158,null
29099,2019,12.045927,6.62019,0.048,null,2.145205,null
29099,2003,null,13.970115,0.048333,null,20.413919,null
29099,2010,null,10.536901,0.057505,null,41.588493,null
29099,2001,null,14.472269,0.05871,null,2.893833,null
29099,2015,17.16089,11.48883,0.047519,null,4.087123,null
29099,1998,23.583333,null,0.052439,null,4.170083,null
29099,2006,null,12.64519,0.054394,null,10.310029,null
29099,1997,null,null,0.050615,null,7.027171,null
29099,1995,null,null,0.054148,null,9.746597,null
29099,2021,null,8.056608,0.047581,null,2.158904,null
29099,2013,16.175511,9.838415,0.044593,null,6.989136,null
29099,1981,null,null,0.052842,12.805802,14.444371,null
29099,1982,null,null,null,10.93826,48.263158,null
29099,1983,null,null,null,null,null,null
29099,2002,null,15.696413,0.056617,null,4.142045,null
29099,2018,13.506451,7.222612,0.048653,null,0.721978,null
29099,1985,null,null,null,null,null,null
29099,2017,15.561078,8.126552,0.043155,null,0.661906,null
29099,2014,17.624403,10.58634,0.050225,null,4.773973,null
29099,1989,null,null,0.048652,null,60.74212,null
29099,1986,null,null,null,null,null,null
29099,1994,null,null,0.053818,null,9.877198,null
29099,1987,null,null,0.033,null,8.463605,null
29099,2022,null,9.790139,0.040452,null,3.328889,null
29099,2023,null,null,null,null,null,null
54099,1980,null,null,null,null,null,null
54099,2020,null,null,null,null,null,null
54099,2004,null,null,null,35.055096,9.178142,null
54099,2016,null,null,null,null,null,null
54099,2000,null,null,null,null,11.737368,null
54099,1996,null,null,null,null,26.775956,null
54099,1984,null,null,null,null,20.523546,null
54099,2012,null,null,null,null,null,null
54099,1992,null,null,null,null,34.065574,0.387226
54099,2008,null,null,null,null,12.360882,null
54099,1988,null,null,null,null,23.545355,null
54099,2005,null,null,null,15.084787,9.004384,null
54099,1999,null,null,null,17.244393,11.146975,null
54099,1993,null,null,null,null,38.279452,0.349162
54099,1991,null,null,null,null,64.287671,0.395731
54099,2011,null,null,null,null,1.454079,null
54099,2007,null,null,null,null,14.994505,null
54099,2009,null,null,null,null,2.91385,null
54099,1990,null,null,null,null,41.131507,null
54099,2019,null,null,null,null,null,null
54099,2003,null,null,null,33.471591,7.629621,null
54099,2010,null,null,null,null,8.258242,null
54099,2001,null,null,null,null,10.587363,null
54099,2015,null,null,null,null,null,null
54099,1998,null,null,null,null,8.954821,null
54099,2006,null,null,null,null,7.123562,null
54099,1997,null,null,null,null,10.413812,null
54099,1995,null,null,null,null,11.759327,null
54099,2021,null,null,null,null,null,null
54099,2013,null,null,null,null,null,null
54099,1981,null,null,null,null,null,null
54099,1982,null,null,null,null,null,null
54099,1983,null,null,null,null,15.468345,null
54099,2002,null,null,null,null,25.564384,null
54099,2018,null,null,null,null,null,null
54099,1985,null,null,null,null,20.461674,null
54099,2017,null,null,null,null,null,null
54099,2014,null,null,null,null,null,null
54099,1989,null,null,null,null,18.349576,null
54099,1986,null,null,null,null,20.7875,null
54099,1994,null,null,null,null,11.12344,0.468288
54099,1987,null,null,null,null,111.25,null
54099,2022,null,null,null,null,null,null
54099,2023,null,null,null,null,null,null
54061,1980,null,null,null,null,12.246429,null
54061,2020,null,6.250847,0.045043,null,0.585119,null
54061,2004,null,13.913333,0.042289,null,8.167213,null
54061,2016,null,7.408403,0.044924,null,0.553989,null
54061,2000,null,15.037719,0.054437,null,10.213785,null
54061,1996,null,null,null,null,23.745902,null
54061,1984,null,null,null,null,14.767218,null
54061,2012,null,8.846018,0.053246,null,2.005232,null
54061,1992,null,null,null,null,38.50411,null
54061,2008,null,12.605983,0.043869,null,5.286777,null
54061,1988,null,null,null,null,12.553691,null
54061,2005,null,15.065546,0.053418,null,24.473538,null
54061,1999,null,14.971681,null,null,8.797331,null
54061,1993,null,null,null,null,38.813699,null
54061,1991,null,null,null,null,16.460942,null
54061,2011,null,10.638843,0.049667,null,2.674569,null
54061,2007,null,14.79661,0.04941,null,6.100902,null
54061,2009,null,10.747578,0.045474,null,5.248077,null
54061,1990,null,null,null,null,40.731507,null
54061,2019,null,7.198246,0.047481,null,1.170929,null
54061,2003,null,14.674576,0.047052,null,26.558904,null
54061,2010,null,11.316949,0.04898,null,7.395028,null
54061,2001,null,14.942975,0.055365,null,7.09011,null
54061,2015,null,8.28087,0.04462,null,2.835196,null
54061,1998,null,null,null,null,30.087671,null
54061,2006,null,13.595041,0.052624,null,7.338843,null
54061,1997,null,null,null,null,24.942466,null
54061,1995,null,null,null,null,7.624242,null
54061,2021,null,7.77094,0.046283,null,0.664952,null
54061,2013,null,8.837288,0.040473,null,1.588393,null
54061,1981,null,null,null,null,13.193333,null
54061,1982,null,null,null,null,null,null
54061,1983,null,null,null,null,16.742478,null
54061,2002,null,15.211966,0.056134,null,26.303867,null
54061,2018,null,6.803191,0.0446,null,1.165278,null
54061,1985,null,null,null,null,13.44426,null
54061,2017,null,7.298319,0.045955,null,0.50625,null
54061,2014,null,8.577966,0.047137,null,3.695157,null
54061,1989,null,null,null,null,23.052778,null
54061,1986,null,null,null,null,42.985251,null
54061,1994,null,null,null,null,12.709811,null
54061,1987,null,null,null,null,43.282967,null
54061,2022,null,null,0.04271,null,1.088319,null
54061,2023,null,null,null,null,null,null
54029,1980,null,null,null,null,33.776874,null
54029,2020,null,7.110811,0.045649,null,3.224658,null
54029,2004,null,15.852679,0.042282,null,10.788798,0.679075
54029,2016,null,8.00082,0.047615,null,2.930865,0.27675
54029,2000,null,17.705357,0.050274,null,11.018579,0.690439
54029,1996,null,null,0.053575,29.849275,30.418033,0.530835
54029,1984,null,null,null,33.657534,36.519943,null
54029,2012,null,10.065,0.049502,null,2.984511,0.440451
54029,1992,null,null,0.052547,17.263769,20.151044,0.655188
54029,2008,null,13.373109,0.048252,null,29.079235,0.399336
54029,1988,null,null,0.042583,38.300353,38.398588,null
54029,2005,null,16.233333,0.052061,null,9.018904,0.467962
54029,1999,null,16.763636,0.051621,null,12.643628,0.612108
54029,1993,null,null,0.049775,17.391664,78.876712,0.703543
54029,1991,null,null,0.045758,17.858007,34.398215,0.806193
54029,2011,null,11.397414,0.051778,null,7.928177,0.352094
54029,2007,null,15.777586,0.055524,null,11.300548,0.408896
54029,2009,null,11.231148,0.047977,null,24.219178,0.481527
54029,1990,null,null,0.045587,19.979391,130.046784,null
54029,2019,null,8.095238,0.048462,null,1.838857,null
54029,2003,null,17.561261,0.045402,null,8.774156,1.142401
54029,2010,null,12.585246,0.048915,null,4.249704,0.41147
54029,2001,null,17.414035,0.057879,null,45.356164,0.717303
54029,2015,null,9.644545,0.048362,null,2.009041,0.301893
54029,1998,null,null,0.057878,29.453125,32.821918,0.956657
54029,2006,null,13.681579,0.046145,null,11.013151,0.366225
54029,1997,null,null,0.054589,29.51735,31.594521,0.808515
54029,1995,null,null,0.057314,null,10.638614,0.602359
54029,2021,null,8.91,0.043276,null,2.200353,null
54029,2013,null,10.084426,0.048986,null,3.103248,0.251998
54029,1981,null,null,null,null,27.238462,null
54029,1982,null,null,null,36.093407,89.876033,null
54029,1983,null,null,null,15.818879,79.063401,null
54029,2002,null,17.27913,0.060911,null,29.583562,1.464472
54029,2018,null,7.828333,0.045587,null,4.217631,null
54029,1985,null,null,null,35.518644,31.892199,null
54029,2017,null,8.334167,0.041984,null,4.266484,null
54029,2014,null,9.942241,0.048075,null,3.255057,0.303989
54029,1989,null,null,0.046783,34.942731,35.313115,null
54029,1986,null,null,null,35.179272,24.57,null
54029,1994,null,null,0.053788,33.704167,22.674176,0.787194
54029,1987,null,null,0.031644,17.89061,32.993155,null
54029,2022,null,null,null,null,null,null
54029,2023,null,null,null,null,null,null
54009,1980,null,null,null,null,43.070423,null
54009,2020,null,8.153333,null,null,2.908864,null
54009,2004,null,15.532231,null,null,10.094536,0.56484
54009,2016,null,9.057851,null,null,1.227322,0.294659
54009,2000,null,16.19009,null,null,13.726282,0.46486
54009,1996,null,null,null,null,43.781421,0.477931
54009,1984,null,null,null,null,28.634807,null
54009,2012,null,11.25124,null,null,5.163934,0.392167
54009,1992,null,null,null,null,17.151648,null
54009,2008,null,13.82314,null,null,10.813934,0.39204
54009,1988,null,null,null,null,21.223003,null
54009,2005,null,17.17563,null,null,14.098904,0.394377
54009,1999,null,17.217949,null,null,12.434568,0.483381
54009,1993,null,null,null,null,15.228099,0.656019
54009,1991,null,null,null,null,18.490461,null
54009,2011,null,12.632203,null,null,6.008694,0.391334
54009,2007,null,16.387603,null,null,9.16137,0.38466
54009,2009,null,12.132787,null,null,21.041209,0.395991
54009,1990,null,null,null,null,17.414706,null
54009,2019,null,9.486441,null,null,9.249315,null
54009,2003,null,16.563025,null,null,38.934247,0.772642
54009,2010,null,14.128689,null,null,21.856749,0.350904
54009,2001,null,16.137719,null,null,33.131507,0.459536
54009,2015,null,10.265517,null,null,3.771978,0.207069
54009,1998,null,null,null,null,42.772603,0.498902
54009,2006,null,14.668033,null,null,12.177534,0.387333
54009,1997,null,null,null,null,37.978082,0.421597
54009,1995,null,null,null,null,11.737375,0.571498
54009,2021,null,9.711966,null,null,9.502809,null
54009,2013,null,10.972951,null,null,3.21181,0.336417
54009,1981,null,null,null,null,30.390909,null
54009,1982,null,null,null,null,null,null
54009,1983,null,null,null,null,19.077237,null
54009,2002,null,15.477686,null,null,33.443836,1.065047
54009,2018,null,8.591667,null,null,1.947945,null
54009,1985,null,null,null,null,18.824207,null
54009,2017,null,9.175,null,null,2.526332,null
54009,2014,null,10.486441,null,null,3.475296,0.33642
54009,1989,null,null,null,null,78.015198,null
54009,1986,null,null,null,null,88.463343,null
54009,1994,null,null,null,null,16.864381,0.819276
54009,1987,null,null,null,null,65.703297,null
54009,2022,null,null,null,null,null,null
54009,2023,null,null,null,null,null,null
51760,1980,null,null,null,50.495238,14.54477,1.712357
51760,2020,null,7.032037,null,11.742331,null,0.300186
51760,2004,null,14.075439,null,14.969862,3.627049,0.507919
51760,2016,null,8.522517,null,23.75641,null,0.294278
51760,2000,null,15.18558,null,17.33522,4.552055,0.357729
51760,1996,null,null,null,22.223902,15.519126,0.522687
51760,1984,null,null,null,24.062284,8.055402,1.017742
51760,2012,null,null,null,10.098133,0.628852,0.364373
51760,1992,null,null,null,22.793212,5.169805,0.543991
51760,2008,null,null,null,12.240853,7.4,0.187872
51760,1988,null,null,null,46.917582,8.71591,0.810454
51760,2005,null,null,null,16.402746,4.374955,0.47112
51760,1999,null,15.192727,null,19.964407,13.481894,0.485239
51760,1993,null,null,null,23.751089,17.635359,0.503532
51760,1991,null,null,null,42.115385,16.438356,0.758108
51760,2011,null,null,null,22.607143,1.113304,0.276668
51760,2007,null,null,null,31.117143,10.502747,0.256049
51760,2009,null,null,null,24.126374,6.673973,0.217761
51760,1990,null,null,null,22.880274,6.006475,0.850635
51760,2019,null,8.499319,null,12.438003,null,0.358454
51760,2003,null,13.77931,null,16.255604,4.189057,0.476014
51760,2010,null,null,null,26.335613,5.887945,0.324132
51760,2001,null,14.70338,null,37.787115,4.418904,0.436971
51760,2015,null,10.070853,null,14.290004,null,0.293988
51760,1998,null,null,null,41.728125,5.439308,0.208155
51760,2006,null,null,null,16.32678,3.375616,0.406532
51760,1997,null,null,null,42.448718,4.820062,0.463797
51760,1995,null,null,null,41.324022,4.615367,0.610853
51760,2021,null,8.356977,null,13.461714,null,0.284818
51760,2013,null,null,null,26.746739,null,0.287
51760,1981,null,null,null,49.023256,14.313968,1.326021
51760,1982,null,null,null,43.245125,21.918768,1.213372
51760,1983,null,null,null,46.071429,19.650794,0.938472
51760,2002,null,13.559091,null,36.520249,3.893994,0.368239
51760,2018,null,8.201208,null,22.556906,null,0.29866
51760,1985,null,null,null,23.008656,6.434513,0.781547
51760,2017,null,8.389479,null,12.419659,null,0.272948
51760,2014,null,null,null,14.080775,null,0.270125
51760,1989,null,null,null,43.81337,8.372549,0.879276
51760,1986,null,null,null,22.323143,16.412104,0.784024
51760,1994,null,null,null,23.563733,5.615599,0.509295
51760,1987,null,null,null,47.45098,7.060393,0.845412
51760,2022,null,8.187573,null,31.184444,null,0.295901
51760,2023,null,7.868889,null,14.424869,null,null
51710,1980,null,null,null,null,null,1.208279
51710,2020,null,6.091262,null,15.926171,0.160111,0.288825
51710,2004,null,12.714876,null,30.193989,4.426776,0.290528
51710,2016,null,6.585345,null,7.280403,0.804913,0.22884
51710,2000,null,13.835043,null,15.645049,6.824317,0.433422
51710,1996,null,null,null,35.185792,6.846721,0.50472
51710,1984,null,null,null,null,null,1.143619
51710,2012,null,8.0525,null,19.212022,1.117081,0.295961
51710,1992,null,null,null,19.958808,6.250138,0.662074
51710,2008,null,11.421053,null,22.830601,3.614696,0.242806
51710,1988,null,null,null,null,null,0.942755
51710,2005,null,13.571681,null,29.666667,6.085714,0.431579
51710,1999,null,14.264368,null,32.759003,6.630908,0.770429
51710,1993,null,null,null,20.988259,6.909605,0.576238
51710,1991,null,null,null,38.79726,6.710352,0.738481
51710,2011,null,10.212712,null,22.789174,1.643196,0.264166
51710,2007,null,11.419492,null,26.131579,4.6,0.168521
51710,2009,null,9.329915,null,9.658643,2.765556,0.251694
51710,1990,null,null,null,37.114525,25.679666,0.68367
51710,2019,null,7.063025,null,7.60561,0.271616,0.301945
51710,2003,null,12.787395,null,16.208777,4.108196,0.32991
51710,2010,null,10.235246,null,null,null,null
51710,2001,null,13.468182,null,18.177135,6.347945,0.49334
51710,2015,null,7.7625,null,8.182376,0.441469,0.267556
51710,1998,null,null,null,37.290411,6.289315,0.579561
51710,2006,null,12.322222,null,null,18.7,0.491468
51710,1997,null,null,null,37.046575,7.287993,0.697499
51710,1995,null,null,null,17.829882,6.528219,0.740742
51710,2021,null,7.172549,null,7.340478,0.329363,0.254526
51710,2013,null,7.460331,null,7.680469,6.566209,0.27774
51710,1981,null,null,null,null,null,1.433907
51710,1982,null,null,null,null,null,1.31192
51710,1983,null,null,null,null,null,1.237788
51710,2002,null,12.699153,null,17.865179,21.463889,0.408081
51710,2018,null,6.600909,null,15.976374,0.87591,0.293224
51710,1985,null,null,null,null,null,0.971141
51710,2017,null,6.914876,null,17.056647,0.314394,0.234148
51710,2014,null,8.000826,null,18.177534,1.155738,0.284398
51710,1989,null,null,null,20.195996,8.150158,0.892878
51710,1986,null,null,null,null,null,0.915228
51710,1994,null,null,null,37.154696,7.618356,0.797752
51710,1987,null,null,null,null,null,1.03806
51710,2022,null,5.781481,null,8.653843,0.173431,0.265444
51710,2023,null,5.939286,null,18.77191,null,null
51650,1980,null,null,0.068271,null,11.284939,null
51650,2020,null,6.007639,0.041527,2.814062,0.741237,0.228494
51650,2004,null,12.216216,0.044896,null,3.687432,0.311711
51650,2016,null,6.088889,0.046067,8.580912,0.714923,0.166469
51650,2000,null,13.407692,0.055607,null,4.975454,0.486072
51650,1996,null,null,0.058024,null,17.076712,null
51650,1984,null,null,0.056439,null,6.015002,null
51650,2012,null,7.695833,0.052971,11.790055,4.648305,0.258788
51650,1992,null,null,0.057849,null,5.726374,null
51650,2008,null,11.210526,0.054398,null,10.256198,0.202817
51650,1988,null,null,0.059554,null,6.84051,null
51650,2005,null,12.383333,0.054126,null,3.230685,0.278858
51650,1999,null,13.7,0.052037,null,4.392287,0.511427
51650,1993,null,null,0.064314,null,6.548209,null
51650,1991,null,null,0.059976,null,19.616246,null
51650,2011,null,9.134454,0.053584,5.253654,5.575824,0.280257
51650,2007,null,10.937815,0.054347,null,3.465114,0.233628
51650,2009,null,8.753333,null,null,2.171552,0.258008
51650,1990,null,null,0.049238,null,18.071233,null
51650,2019,null,6.436749,0.048747,3.343213,0.432138,0.172117
51650,2003,null,12.488136,0.053052,null,2.972303,0.390139
51650,2010,null,9.82381,0.051438,11.842248,2.337234,0.145424
